Score :	1.06658244e-05
Parameters:
Name	Value	SE
V1	2.57589972e-05	N/A
Km1	0.252518697	N/A
V2	2.23321021e-05	N/A
Km2	0.09803948	N/A

Time courses used:
TSH2b.txt
TSH2a.txt

Time course TSH2b.txt
time	SDLTSH	pred_SDLTSH	HTA	pred_HTA
4.950000000e+03	4.175384600e-02	4.158796586e-02	NAN	2.071185711e-01
4.965000000e+03	4.173846200e-02	4.166219916e-02	NAN	2.069445012e-01
4.980000000e+03	4.167692300e-02	4.173622728e-02	NAN	2.067705117e-01
4.995000000e+03	4.175384600e-02	4.181005068e-02	NAN	2.065966027e-01
5.010000000e+03	4.190769200e-02	4.188366980e-02	NAN	2.064227741e-01
5.025000000e+03	4.192307700e-02	4.195708510e-02	NAN	2.062490261e-01
5.040000000e+03	4.203076900e-02	4.203029702e-02	NAN	2.060753586e-01
5.055000000e+03	4.213846200e-02	4.210330602e-02	NAN	2.059017716e-01
5.070000000e+03	4.207692300e-02	4.217611252e-02	NAN	2.057282652e-01
5.085000000e+03	4.212307700e-02	4.224871697e-02	NAN	2.055548394e-01
5.100000000e+03	4.212307700e-02	4.232111981e-02	NAN	2.053814943e-01
5.115000000e+03	4.238461500e-02	4.239332148e-02	NAN	2.052082298e-01
5.130000000e+03	4.238461500e-02	4.246532242e-02	NAN	2.050350459e-01
5.145000000e+03	4.252307700e-02	4.253712305e-02	NAN	2.048619428e-01
5.160000000e+03	4.286153800e-02	4.260872380e-02	NAN	2.046889203e-01
5.175000000e+03	4.290769200e-02	4.268012511e-02	NAN	2.045159786e-01
5.190000000e+03	4.281538500e-02	4.275132741e-02	NAN	2.043431177e-01

Time course TSH2a.txt
time	SDLTSH	pred_SDLTSH	HTA	pred_HTA
0.000000000e+00	7.692310000e-05	7.692310000e-05	1.357000000e-01	1.357000000e-01
1.500000000e+01	0.000000000e+00	2.114463770e-04	NAN	1.355649847e-01
3.000000000e+01	1.384620000e-04	3.454254770e-04	NAN	1.354300568e-01
4.500000000e+01	2.615380000e-04	4.788634798e-04	NAN	1.352952164e-01
6.000000000e+01	2.000000000e-04	6.117634350e-04	NAN	1.351604634e-01
7.500000000e+01	4.307690000e-04	7.441283625e-04	NAN	1.350257979e-01
9.000000000e+01	5.692310000e-04	8.759612524e-04	NAN	1.348912198e-01
1.050000000e+02	7.538460000e-04	1.007265066e-03	NAN	1.347567292e-01
1.200000000e+02	9.692310000e-04	1.138042736e-03	NAN	1.346223261e-01
1.350000000e+02	9.692310000e-04	1.268297166e-03	NAN	1.344880104e-01
1.500000000e+02	1.138462000e-03	1.398031234e-03	NAN	1.343537822e-01
1.650000000e+02	1.200000000e-03	1.527247786e-03	NAN	1.342196414e-01
1.800000000e+02	1.446154000e-03	1.655949646e-03	NAN	1.340855882e-01
1.950000000e+02	1.569231000e-03	1.784139608e-03	NAN	1.339516224e-01
2.100000000e+02	1.784615000e-03	1.911820440e-03	NAN	1.338177441e-01
2.250000000e+02	1.846154000e-03	2.038994885e-03	NAN	1.336839533e-01
2.400000000e+02	1.861538000e-03	2.165665659e-03	NAN	1.335502500e-01
2.550000000e+02	2.076923000e-03	2.291835453e-03	NAN	1.334166342e-01
2.700000000e+02	2.230769000e-03	2.417506933e-03	NAN	1.332831058e-01
2.850000000e+02	2.261538000e-03	2.542682742e-03	NAN	1.331496650e-01
3.000000000e+02	2.430769000e-03	2.667365495e-03	NAN	1.330163117e-01
3.150000000e+02	2.538462000e-03	2.791557786e-03	NAN	1.328830459e-01
3.300000000e+02	2.707692000e-03	2.915262184e-03	NAN	1.327498676e-01
3.450000000e+02	2.800000000e-03	3.038481234e-03	NAN	1.326167768e-01
3.600000000e+02	2.984615000e-03	3.161217460e-03	NAN	1.324837736e-01
3.750000000e+02	3.215385000e-03	3.283473360e-03	NAN	1.323508578e-01
3.900000000e+02	3.276923000e-03	3.405251412e-03	NAN	1.322180296e-01
4.050000000e+02	3.323077000e-03	3.526554071e-03	NAN	1.320852889e-01
4.200000000e+02	3.461538000e-03	3.647383769e-03	NAN	1.319526357e-01
4.350000000e+02	3.630769000e-03	3.767742918e-03	NAN	1.318200701e-01
4.500000000e+02	3.769231000e-03	3.887633907e-03	NAN	1.316875920e-01
4.650000000e+02	3.876923000e-03	4.007059105e-03	NAN	1.315552014e-01
4.800000000e+02	4.000000000e-03	4.126020860e-03	NAN	1.314228984e-01
4.950000000e+02	4.123077000e-03	4.244521499e-03	NAN	1.312906829e-01
5.100000000e+02	4.230769000e-03	4.362563327e-03	NAN	1.311585550e-01
5.250000000e+02	4.353846000e-03	4.480148633e-03	NAN	1.310265146e-01
5.400000000e+02	4.523077000e-03	4.597279682e-03	NAN	1.308945617e-01
5.550000000e+02	4.461538000e-03	4.713958721e-03	NAN	1.307626964e-01
5.700000000e+02	4.738462000e-03	4.830187978e-03	NAN	1.306309187e-01
5.850000000e+02	4.892308000e-03	4.945969662e-03	NAN	1.304992285e-01
6.000000000e+02	4.846154000e-03	5.061305963e-03	NAN	1.303676258e-01
6.150000000e+02	5.107692000e-03	5.176199050e-03	NAN	1.302361107e-01
6.300000000e+02	5.307692000e-03	5.290651077e-03	NAN	1.301046832e-01
6.450000000e+02	5.323077000e-03	5.404664178e-03	NAN	1.299733433e-01
6.600000000e+02	5.446154000e-03	5.518240468e-03	NAN	1.298420909e-01
6.750000000e+02	5.600000000e-03	5.631382048e-03	NAN	1.297109260e-01
6.900000000e+02	5.692308000e-03	5.744090996e-03	NAN	1.295798487e-01
7.050000000e+02	5.815385000e-03	5.856369377e-03	NAN	1.294488590e-01
7.200000000e+02	5.907692000e-03	5.968219238e-03	NAN	1.293179569e-01
7.350000000e+02	5.984615000e-03	6.079642606e-03	NAN	1.291871423e-01
7.500000000e+02	6.153846000e-03	6.190641496e-03	NAN	1.290564154e-01
7.650000000e+02	6.230769000e-03	6.301217903e-03	NAN	1.289257759e-01
7.800000000e+02	6.307692000e-03	6.411373807e-03	NAN	1.287952241e-01
7.950000000e+02	6.523077000e-03	6.521111171e-03	NAN	1.286647598e-01
8.100000000e+02	6.584615000e-03	6.630431943e-03	NAN	1.285343832e-01
8.250000000e+02	6.692308000e-03	6.739338054e-03	NAN	1.284040940e-01
8.400000000e+02	6.907692000e-03	6.847831421e-03	NAN	1.282738925e-01
8.550000000e+02	6.969231000e-03	6.955913944e-03	NAN	1.281437786e-01
8.700000000e+02	7.000000000e-03	7.063587508e-03	NAN	1.280137522e-01
8.850000000e+02	7.092308000e-03	7.170853985e-03	NAN	1.278838134e-01
9.000000000e+02	7.292308000e-03	7.277715229e-03	NAN	1.277539622e-01
1.300000000e+03	1.000000000e-02	9.984038832e-03	NAN	1.243235730e-01
1.315000000e+03	1.010769200e-02	1.008037071e-02	NAN	1.241961450e-01
1.330000000e+03	1.015384600e-02	1.017634488e-02	NAN	1.240688046e-01
1.345000000e+03	1.038461500e-02	1.027196282e-02	NAN	1.239415518e-01
1.360000000e+03	1.038461500e-02	1.036722599e-02	NAN	1.238143865e-01
1.375000000e+03	1.055384600e-02	1.046213587e-02	NAN	1.236873088e-01
1.390000000e+03	1.053846200e-02	1.055669390e-02	NAN	1.235603187e-01
1.405000000e+03	1.067692300e-02	1.065090152e-02	NAN	1.234334162e-01
1.420000000e+03	1.084615400e-02	1.074476016e-02	NAN	1.233066012e-01
1.435000000e+03	1.087692300e-02	1.083827123e-02	NAN	1.231798738e-01
1.450000000e+03	1.103076900e-02	1.093143615e-02	NAN	1.230532340e-01
1.465000000e+03	1.103076900e-02	1.102425631e-02	NAN	1.229266817e-01
1.480000000e+03	1.120000000e-02	1.111673311e-02	NAN	1.228002171e-01
1.495000000e+03	1.135384600e-02	1.120886792e-02	NAN	1.226738399e-01
1.510000000e+03	1.147692300e-02	1.130066211e-02	NAN	1.225475504e-01
1.525000000e+03	1.147692300e-02	1.139211705e-02	NAN	1.224213484e-01
1.540000000e+03	1.152307700e-02	1.148323408e-02	NAN	1.222952339e-01
1.555000000e+03	1.173846200e-02	1.157401454e-02	NAN	1.221692071e-01
1.570000000e+03	1.178461500e-02	1.166445978e-02	NAN	1.220432677e-01
1.585000000e+03	1.186153800e-02	1.175457110e-02	NAN	1.219174160e-01
1.600000000e+03	1.195384600e-02	1.184434983e-02	NAN	1.217916518e-01
1.615000000e+03	1.204615400e-02	1.193379727e-02	NAN	1.216659751e-01
1.630000000e+03	1.203076900e-02	1.202291472e-02	NAN	1.215403860e-01
1.645000000e+03	1.221538500e-02	1.211170346e-02	NAN	1.214148844e-01
1.660000000e+03	1.227692300e-02	1.220016478e-02	NAN	1.212894704e-01
1.675000000e+03	1.236923100e-02	1.228829993e-02	NAN	1.211641439e-01
1.690000000e+03	1.243076900e-02	1.237611020e-02	NAN	1.210389049e-01
1.705000000e+03	1.255384600e-02	1.246359682e-02	NAN	1.209137535e-01
1.720000000e+03	1.263076900e-02	1.255076105e-02	NAN	1.207886896e-01
1.735000000e+03	1.270769200e-02	1.263760412e-02	NAN	1.206637133e-01
1.750000000e+03	1.278461500e-02	1.272412725e-02	NAN	1.205388244e-01
1.765000000e+03	1.293846200e-02	1.281033168e-02	NAN	1.204140232e-01
1.780000000e+03	1.296923100e-02	1.289621861e-02	NAN	1.202893094e-01
1.795000000e+03	1.310769200e-02	1.298178924e-02	NAN	1.201646831e-01
1.810000000e+03	1.310769200e-02	1.306704478e-02	NAN	1.200401444e-01
1.825000000e+03	1.329230800e-02	1.315198641e-02	NAN	1.199156932e-01
1.840000000e+03	1.333846200e-02	1.323661532e-02	NAN	1.197913294e-01
1.855000000e+03	1.332307700e-02	1.332093267e-02	NAN	1.196670532e-01
1.870000000e+03	1.347692300e-02	1.340493963e-02	NAN	1.195428645e-01
1.885000000e+03	1.363076900e-02	1.348863737e-02	NAN	1.194187633e-01
1.900000000e+03	1.360000000e-02	1.357202702e-02	NAN	1.192947496e-01
1.915000000e+03	1.381538500e-02	1.365510975e-02	NAN	1.191708234e-01
1.930000000e+03	1.389230800e-02	1.373788667e-02	NAN	1.190469847e-01
1.945000000e+03	1.390769200e-02	1.382035892e-02	NAN	1.189232335e-01
1.960000000e+03	1.393846200e-02	1.390252763e-02	NAN	1.187995697e-01
1.975000000e+03	1.395384600e-02	1.398439390e-02	NAN	1.186759934e-01
1.990000000e+03	1.407692300e-02	1.406595885e-02	NAN	1.185525047e-01
2.005000000e+03	1.429230800e-02	1.414722358e-02	NAN	1.184291033e-01
2.020000000e+03	1.418461500e-02	1.422818917e-02	NAN	1.183057895e-01
2.035000000e+03	1.453846200e-02	1.430885672e-02	NAN	1.181825631e-01
2.050000000e+03	1.433846200e-02	1.438922731e-02	NAN	1.180594242e-01
2.065000000e+03	1.466153800e-02	1.446930201e-02	NAN	1.179363727e-01
2.080000000e+03	1.475384600e-02	1.454908189e-02	NAN	1.178134087e-01
2.095000000e+03	1.472307700e-02	1.462856800e-02	NAN	1.176905321e-01
2.110000000e+03	1.481538500e-02	1.470776141e-02	NAN	1.175677430e-01
2.125000000e+03	1.492307700e-02	1.478666316e-02	NAN	1.174450413e-01
2.140000000e+03	1.500000000e-02	1.486527428e-02	NAN	1.173224271e-01
2.155000000e+03	1.504615400e-02	1.494359583e-02	NAN	1.171999003e-01
2.170000000e+03	1.506153800e-02	1.502162881e-02	NAN	1.170774609e-01
2.185000000e+03	1.512307700e-02	1.509937426e-02	NAN	1.169551089e-01
2.200000000e+03	1.527692300e-02	1.517683319e-02	NAN	1.168328444e-01
2.215000000e+03	1.536923100e-02	1.525400661e-02	NAN	1.167106673e-01
2.230000000e+03	1.546153800e-02	1.533089553e-02	NAN	1.165885775e-01
2.245000000e+03	1.553846200e-02	1.540750094e-02	NAN	1.164665752e-01
2.260000000e+03	1.563076900e-02	1.548382383e-02	NAN	1.163446603e-01
2.275000000e+03	1.567692300e-02	1.555986520e-02	NAN	1.162228328e-01
2.290000000e+03	1.575384600e-02	1.563562601e-02	NAN	1.161010927e-01
2.305000000e+03	1.584615400e-02	1.571110725e-02	NAN	1.159794399e-01
2.320000000e+03	1.587692300e-02	1.578630988e-02	NAN	1.158578745e-01
2.335000000e+03	1.603076900e-02	1.586123486e-02	NAN	1.157363966e-01
2.350000000e+03	1.603076900e-02	1.593588316e-02	NAN	1.156150059e-01
2.365000000e+03	1.616923100e-02	1.601025572e-02	NAN	1.154937027e-01
2.380000000e+03	1.624615400e-02	1.608435349e-02	NAN	1.153724868e-01
2.395000000e+03	1.623076900e-02	1.615817742e-02	NAN	1.152513582e-01
2.410000000e+03	1.633846200e-02	1.623172842e-02	NAN	1.151303170e-01
2.425000000e+03	1.641538500e-02	1.630500745e-02	NAN	1.150093631e-01
2.440000000e+03	1.636923100e-02	1.637801541e-02	NAN	1.148884966e-01
2.455000000e+03	1.652307700e-02	1.645075323e-02	NAN	1.147677174e-01
2.470000000e+03	1.667692300e-02	1.652322182e-02	NAN	1.146470256e-01
2.485000000e+03	1.669230800e-02	1.659542209e-02	NAN	1.145264210e-01
2.500000000e+03	1.680000000e-02	1.666735494e-02	NAN	1.144059038e-01
2.515000000e+03	1.676923100e-02	1.673902127e-02	NAN	1.142854739e-01
2.530000000e+03	1.689230800e-02	1.681042198e-02	NAN	1.141651312e-01
2.545000000e+03	1.687692300e-02	1.688155795e-02	NAN	1.140448759e-01
2.560000000e+03	1.700000000e-02	1.695243007e-02	NAN	1.139247079e-01
2.575000000e+03	1.701538500e-02	1.702303920e-02	NAN	1.138046271e-01
2.590000000e+03	1.709230800e-02	1.709338624e-02	NAN	1.136846336e-01
2.605000000e+03	1.727692300e-02	1.716347204e-02	NAN	1.135647274e-01
2.620000000e+03	1.730769200e-02	1.723329746e-02	NAN	1.134449085e-01
2.635000000e+03	1.732307700e-02	1.730286337e-02	NAN	1.133251768e-01
2.650000000e+03	1.747692300e-02	1.737217063e-02	NAN	1.132055323e-01
2.665000000e+03	1.752307700e-02	1.744122007e-02	NAN	1.130859751e-01
2.680000000e+03	1.764615400e-02	1.751001254e-02	NAN	1.129665052e-01
2.695000000e+03	1.761538500e-02	1.757854889e-02	NAN	1.128471225e-01
2.710000000e+03	1.776923100e-02	1.764682994e-02	NAN	1.127278270e-01
2.725000000e+03	1.776923100e-02	1.771485654e-02	NAN	1.126086187e-01
2.740000000e+03	1.790769200e-02	1.778262950e-02	NAN	1.124894976e-01
2.755000000e+03	1.790769200e-02	1.785014964e-02	NAN	1.123704638e-01
2.770000000e+03	1.796923100e-02	1.791741779e-02	NAN	1.122515171e-01
2.785000000e+03	1.798461500e-02	1.798443475e-02	NAN	1.121326576e-01
2.800000000e+03	1.810769200e-02	1.805120134e-02	NAN	1.120138853e-01
2.815000000e+03	1.821538500e-02	1.811771836e-02	NAN	1.118952002e-01
2.830000000e+03	1.820000000e-02	1.818398661e-02	NAN	1.117766023e-01
2.845000000e+03	1.829230800e-02	1.825000688e-02	NAN	1.116580915e-01
2.860000000e+03	1.829230800e-02	1.831577996e-02	NAN	1.115396679e-01
2.875000000e+03	1.844615400e-02	1.838130665e-02	NAN	1.114213314e-01
2.890000000e+03	1.855384600e-02	1.844658772e-02	NAN	1.113030820e-01
2.905000000e+03	1.858461500e-02	1.851162395e-02	NAN	1.111849198e-01
2.920000000e+03	1.869230800e-02	1.857641613e-02	NAN	1.110668447e-01
2.935000000e+03	1.869230800e-02	1.864096501e-02	NAN	1.109488568e-01
2.950000000e+03	1.887692300e-02	1.870527136e-02	NAN	1.108309559e-01
2.965000000e+03	1.895384600e-02	1.876933595e-02	NAN	1.107131421e-01
2.980000000e+03	1.878461500e-02	1.883315954e-02	NAN	1.105954154e-01
2.995000000e+03	1.893846200e-02	1.889674288e-02	NAN	1.104777759e-01
3.010000000e+03	1.895384600e-02	1.896008672e-02	NAN	1.103602233e-01
3.025000000e+03	1.913846200e-02	1.902319181e-02	NAN	1.102427579e-01
3.040000000e+03	1.907692300e-02	1.908605889e-02	NAN	1.101253795e-01
3.055000000e+03	1.916923100e-02	1.914868870e-02	NAN	1.100080882e-01
3.070000000e+03	1.940000000e-02	1.921108197e-02	NAN	1.098908839e-01
3.085000000e+03	1.947692300e-02	1.927323944e-02	NAN	1.097737667e-01
3.100000000e+03	1.943076900e-02	1.933516184e-02	NAN	1.096567364e-01
3.115000000e+03	1.924615400e-02	1.939684988e-02	NAN	1.095397932e-01
3.130000000e+03	1.947692300e-02	1.945830430e-02	NAN	1.094229370e-01
3.145000000e+03	1.963076900e-02	1.951952580e-02	NAN	1.093061678e-01
3.160000000e+03	1.970769200e-02	1.958051510e-02	NAN	1.091894856e-01
3.175000000e+03	1.956923100e-02	1.964127290e-02	NAN	1.090728904e-01
3.190000000e+03	1.963076900e-02	1.970179993e-02	NAN	1.089563822e-01
3.205000000e+03	1.972307700e-02	1.976209687e-02	NAN	1.088399609e-01
3.220000000e+03	1.976923100e-02	1.982216443e-02	NAN	1.087236266e-01
3.235000000e+03	1.986153800e-02	1.988200330e-02	NAN	1.086073792e-01
3.250000000e+03	1.983076900e-02	1.994161417e-02	NAN	1.084912188e-01
3.265000000e+03	1.993846200e-02	2.000099774e-02	NAN	1.083751453e-01
3.280000000e+03	2.006153800e-02	2.006015469e-02	NAN	1.082591587e-01
3.295000000e+03	2.000000000e-02	2.011908570e-02	NAN	1.081432590e-01
3.310000000e+03	2.013846200e-02	2.017779145e-02	NAN	1.080274463e-01
3.325000000e+03	2.021538500e-02	2.023627261e-02	NAN	1.079117204e-01
3.340000000e+03	2.024615400e-02	2.029452986e-02	NAN	1.077960814e-01
3.355000000e+03	2.036923100e-02	2.035256386e-02	NAN	1.076805293e-01
3.370000000e+03	2.041538500e-02	2.041037529e-02	NAN	1.075650641e-01
3.385000000e+03	2.044615400e-02	2.046796480e-02	NAN	1.074496857e-01
3.400000000e+03	2.043076900e-02	2.052533305e-02	NAN	1.073343941e-01
3.415000000e+03	2.061538500e-02	2.058248070e-02	NAN	1.072191894e-01
3.430000000e+03	2.058461500e-02	2.063940840e-02	NAN	1.071040715e-01
3.445000000e+03	2.064615400e-02	2.069611681e-02	NAN	1.069890404e-01
3.460000000e+03	2.078461500e-02	2.075260656e-02	NAN	1.068740962e-01
3.475000000e+03	2.076923100e-02	2.080887830e-02	NAN	1.067592387e-01
3.490000000e+03	2.070769200e-02	2.086493267e-02	NAN	1.066444680e-01
3.505000000e+03	2.076923100e-02	2.092077031e-02	NAN	1.065297841e-01
3.520000000e+03	2.086153800e-02	2.097639186e-02	NAN	1.064151870e-01
3.535000000e+03	2.092307700e-02	2.103179794e-02	NAN	1.063006766e-01
3.550000000e+03	2.104615400e-02	2.108698918e-02	NAN	1.061862529e-01
3.565000000e+03	2.104615400e-02	2.114196621e-02	NAN	1.060719160e-01
3.580000000e+03	2.112307700e-02	2.119672965e-02	NAN	1.059576658e-01
3.595000000e+03	2.109230800e-02	2.125128013e-02	NAN	1.058435024e-01
3.610000000e+03	2.107692300e-02	2.130561825e-02	NAN	1.057294256e-01
3.625000000e+03	2.135384600e-02	2.135974463e-02	NAN	1.056154355e-01
3.640000000e+03	2.136923100e-02	2.141365989e-02	NAN	1.055015321e-01
3.655000000e+03	2.127692300e-02	2.146736463e-02	NAN	1.053877154e-01
3.670000000e+03	2.152307700e-02	2.152085946e-02	NAN	1.052739853e-01
3.685000000e+03	2.146153800e-02	2.157414497e-02	NAN	1.051603419e-01
3.700000000e+03	2.153846200e-02	2.162722178e-02	NAN	1.050467851e-01
3.715000000e+03	2.163076900e-02	2.168009047e-02	NAN	1.049333150e-01
3.730000000e+03	2.158461500e-02	2.173275165e-02	NAN	1.048199314e-01
3.745000000e+03	2.173846200e-02	2.178520590e-02	NAN	1.047066345e-01
3.760000000e+03	2.172307700e-02	2.183745381e-02	NAN	1.045934241e-01
3.775000000e+03	2.173846200e-02	2.188949597e-02	NAN	1.044803004e-01
3.790000000e+03	2.180000000e-02	2.194133297e-02	NAN	1.043672632e-01
3.805000000e+03	2.192307700e-02	2.199296538e-02	NAN	1.042543126e-01
3.820000000e+03	2.186153800e-02	2.204439378e-02	NAN	1.041414485e-01
3.835000000e+03	2.204615400e-02	2.209561875e-02	NAN	1.040286709e-01
3.850000000e+03	2.196923100e-02	2.214664087e-02	NAN	1.039159799e-01
3.865000000e+03	2.200000000e-02	2.219746070e-02	NAN	1.038033754e-01
3.880000000e+03	2.210769200e-02	2.224807881e-02	NAN	1.036908574e-01
3.895000000e+03	2.212307700e-02	2.229849577e-02	NAN	1.035784258e-01
3.910000000e+03	2.220000000e-02	2.234871215e-02	NAN	1.034660808e-01
3.925000000e+03	2.215384600e-02	2.239872850e-02	NAN	1.033538222e-01
3.940000000e+03	2.223076900e-02	2.244854538e-02	NAN	1.032416501e-01
3.955000000e+03	2.227692300e-02	2.249816334e-02	NAN	1.031295644e-01
3.970000000e+03	2.221538500e-02	2.254758295e-02	NAN	1.030175651e-01
3.985000000e+03	2.238461500e-02	2.259680476e-02	NAN	1.029056522e-01
4.000000000e+03	2.246153800e-02	2.264582930e-02	NAN	1.027938258e-01
4.015000000e+03	2.249230800e-02	2.269465714e-02	NAN	1.026820857e-01
4.030000000e+03	2.261538500e-02	2.274328880e-02	NAN	1.025704321e-01

